_id,Condition,ICD10,ICD10QF,SMRType,FinancialYear,Gender,GenderQF,AgeGroup,AgeGroupQF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
2139,All alcohol conditions, ,d z,Combined,2007/08,Male, ,Under 15 years, ,38.4,37.3,35.5, ,174, ,171, ,162, ,1
2140,All alcohol conditions, ,d z,Combined,2007/08,Male, ,15-19 years, ,712.6,657,582.7, ,1191, ,1098, ,972, ,1.1
2141,All alcohol conditions, ,d z,Combined,2007/08,Male, ,20-24 years, ,935,790.2,592.2, ,1581, ,1338, ,1002, ,1.2
2142,All alcohol conditions, ,d z,Combined,2007/08,Male, ,25-29 years, ,1138.5,781.3,459.2, ,1842, ,1263, ,744, ,1.5
2143,All alcohol conditions, ,d z,Combined,2007/08,Male, ,30-34 years, ,1305,863.2,468, ,1989, ,1314, ,714, ,1.5
2144,All alcohol conditions, ,d z,Combined,2007/08,Male, ,35-39 years, ,1625.2,972,451.3, ,2970, ,1776, ,825, ,1.7
2145,All alcohol conditions, ,d z,Combined,2007/08,Male, ,40-44 years, ,1777.4,1078.9,458.1, ,3528, ,2142, ,909, ,1.6
2146,All alcohol conditions, ,d z,Combined,2007/08,Male, ,45-49 years, ,2042.9,1204,475.2, ,3864, ,2277, ,900, ,1.7
2147,All alcohol conditions, ,d z,Combined,2007/08,Male, ,50-54 years, ,2230.1,1316.9,502.3, ,3783, ,2235, ,852, ,1.7
2148,All alcohol conditions, ,d z,Combined,2007/08,Male, ,55-59 years, ,2070,1250.9,512.3, ,3393, ,2052, ,840, ,1.7
2149,All alcohol conditions, ,d z,Combined,2007/08,Male, ,60-64 years, ,2212.9,1383.6,584.1, ,3258, ,2037, ,861, ,1.6
2150,All alcohol conditions, ,d z,Combined,2007/08,Male, ,65 years and over, ,1478.6,1024.4,493.8, ,5538, ,3810, ,1815, ,1.5
2151,All alcohol conditions, ,d z,Combined,2008/09,Male, ,Under 15 years, ,29.7,28.3,27, ,135, ,129, ,123, ,1
2152,All alcohol conditions, ,d z,Combined,2008/09,Male, ,15-19 years, ,611.4,547.1,481, ,1017, ,909, ,801, ,1.1
2153,All alcohol conditions, ,d z,Combined,2008/09,Male, ,20-24 years, ,890.6,746.6,553.9, ,1533, ,1287, ,954, ,1.2
2154,All alcohol conditions, ,d z,Combined,2008/09,Male, ,25-29 years, ,1119.7,754.5,437.9, ,1863, ,1257, ,729, ,1.5
2155,All alcohol conditions, ,d z,Combined,2008/09,Male, ,30-34 years, ,1279.5,850.6,435.6, ,1923, ,1278, ,654, ,1.5
2156,All alcohol conditions, ,d z,Combined,2008/09,Male, ,35-39 years, ,1600.9,974,465.7, ,2859, ,1740, ,831, ,1.6
2157,All alcohol conditions, ,d z,Combined,2008/09,Male, ,40-44 years, ,1829.1,1075,464.5, ,3618, ,2127, ,918, ,1.7
2158,All alcohol conditions, ,d z,Combined,2008/09,Male, ,45-49 years, ,2032.3,1207.6,480.2, ,3924, ,2331, ,927, ,1.7
2159,All alcohol conditions, ,d z,Combined,2008/09,Male, ,50-54 years, ,2251.3,1336.3,520.8, ,3894, ,2313, ,900, ,1.7
2160,All alcohol conditions, ,d z,Combined,2008/09,Male, ,55-59 years, ,1965.7,1200,475.3, ,3168, ,1935, ,765, ,1.6
2161,All alcohol conditions, ,d z,Combined,2008/09,Male, ,60-64 years, ,2067.8,1338.2,572.2, ,3180, ,2058, ,879, ,1.5
2162,All alcohol conditions, ,d z,Combined,2008/09,Male, ,65 years and over, ,1451.7,1023.3,488.9, ,5568, ,3894, ,1836, ,1.4
2163,All alcohol conditions, ,d z,Combined,2009/10,Male, ,Under 15 years, ,26.8,26.3,25.6, ,120, ,117, ,114, ,1
2164,All alcohol conditions, ,d z,Combined,2009/10,Male, ,15-19 years, ,507.2,471.5,412.1, ,852, ,792, ,693, ,1.1
2165,All alcohol conditions, ,d z,Combined,2009/10,Male, ,20-24 years, ,840.5,694.4,488.9, ,1455, ,1203, ,846, ,1.2
2166,All alcohol conditions, ,d z,Combined,2009/10,Male, ,25-29 years, ,1011.5,736.4,423.7, ,1695, ,1233, ,711, ,1.4
2167,All alcohol conditions, ,d z,Combined,2009/10,Male, ,30-34 years, ,1208.9,763,390, ,1842, ,1161, ,594, ,1.6
2168,All alcohol conditions, ,d z,Combined,2009/10,Male, ,35-39 years, ,1414.2,881,393.5, ,2451, ,1527, ,681, ,1.6
2169,All alcohol conditions, ,d z,Combined,2009/10,Male, ,40-44 years, ,1719.6,1024.8,397.3, ,3375, ,2013, ,780, ,1.7
2170,All alcohol conditions, ,d z,Combined,2009/10,Male, ,45-49 years, ,1885.7,1146.3,430.4, ,3693, ,2244, ,843, ,1.6
2171,All alcohol conditions, ,d z,Combined,2009/10,Male, ,50-54 years, ,2128.9,1233,446.3, ,3765, ,2181, ,789, ,1.7
2172,All alcohol conditions, ,d z,Combined,2009/10,Male, ,55-59 years, ,1946.6,1192.7,478.1, ,3120, ,1911, ,765, ,1.6
2173,All alcohol conditions, ,d z,Combined,2009/10,Male, ,60-64 years, ,1830.8,1174.9,465.9, ,2892, ,1857, ,735, ,1.6
2174,All alcohol conditions, ,d z,Combined,2009/10,Male, ,65 years and over, ,1373.3,962.5,453.9, ,5355, ,3726, ,1728, ,1.4
2175,All alcohol conditions, ,d z,Combined,2010/11,Male, ,Under 15 years, ,20.9,19.6,17.8, ,93, ,87, ,78, ,1.1
2176,All alcohol conditions, ,d z,Combined,2010/11,Male, ,15-19 years, ,464.3,436.4,373.4, ,780, ,735, ,627, ,1.1
2177,All alcohol conditions, ,d z,Combined,2010/11,Male, ,20-24 years, ,816.4,675.4,486.6, ,1437, ,1188, ,855, ,1.2
2178,All alcohol conditions, ,d z,Combined,2010/11,Male, ,25-29 years, ,1007.7,702,391.1, ,1698, ,1182, ,660, ,1.4
2179,All alcohol conditions, ,d z,Combined,2010/11,Male, ,30-34 years, ,1146.6,773.4,378.4, ,1785, ,1203, ,588, ,1.5
2180,All alcohol conditions, ,d z,Combined,2010/11,Male, ,35-39 years, ,1411,881.9,393.8, ,2379, ,1488, ,663, ,1.6
2181,All alcohol conditions, ,d z,Combined,2010/11,Male, ,40-44 years, ,1665.8,994.8,403.3, ,3204, ,1914, ,777, ,1.7
2182,All alcohol conditions, ,d z,Combined,2010/11,Male, ,45-49 years, ,1821.6,1098.2,430, ,3627, ,2187, ,855, ,1.7
2183,All alcohol conditions, ,d z,Combined,2010/11,Male, ,50-54 years, ,2034.6,1175.9,432.7, ,3678, ,2124, ,783, ,1.7
2184,All alcohol conditions, ,d z,Combined,2010/11,Male, ,55-59 years, ,1909.4,1205,480.6, ,3063, ,1932, ,771, ,1.6
2185,All alcohol conditions, ,d z,Combined,2010/11,Male, ,60-64 years, ,1793.9,1112.3,478.8, ,2910, ,1806, ,777, ,1.6
2186,All alcohol conditions, ,d z,Combined,2010/11,Male, ,65 years and over, ,1397.1,940.6,440.2, ,5538, ,3717, ,1722, ,1.5
2187,All alcohol conditions, ,d z,Combined,2011/12,Male, ,Under 15 years, ,22.8,20.9,19.7, ,99, ,90, ,87, ,1.1
2188,All alcohol conditions, ,d z,Combined,2011/12,Male, ,15-19 years, ,464.6,420.1,371.5, ,774, ,699, ,618, ,1.1
2189,All alcohol conditions, ,d z,Combined,2011/12,Male, ,20-24 years, ,800.7,653,476.1, ,1458, ,1188, ,867, ,1.2
2190,All alcohol conditions, ,d z,Combined,2011/12,Male, ,25-29 years, ,934.9,664.9,373.3, ,1593, ,1134, ,636, ,1.4
2191,All alcohol conditions, ,d z,Combined,2011/12,Male, ,30-34 years, ,1109.3,741,362.7, ,1770, ,1182, ,579, ,1.5
2192,All alcohol conditions, ,d z,Combined,2011/12,Male, ,35-39 years, ,1416.7,908.4,418.3, ,2331, ,1494, ,687, ,1.6
2193,All alcohol conditions, ,d z,Combined,2011/12,Male, ,40-44 years, ,1685.4,1019.5,406.6, ,3216, ,1947, ,777, ,1.7
2194,All alcohol conditions, ,d z,Combined,2011/12,Male, ,45-49 years, ,1760.7,1047.9,406.1, ,3525, ,2097, ,813, ,1.7
2195,All alcohol conditions, ,d z,Combined,2011/12,Male, ,50-54 years, ,1929.1,1124,404.4, ,3564, ,2076, ,747, ,1.7
2196,All alcohol conditions, ,d z,Combined,2011/12,Male, ,55-59 years, ,1815.6,1117.6,462, ,2955, ,1818, ,753, ,1.6
2197,All alcohol conditions, ,d z,Combined,2011/12,Male, ,60-64 years, ,1748.2,1126.8,464.1, ,2877, ,1854, ,765, ,1.6
2198,All alcohol conditions, ,d z,Combined,2011/12,Male, ,65 years and over, ,1381.8,928.3,448.7, ,5574, ,3738, ,1791, ,1.5
2199,All alcohol conditions, ,d z,Combined,2012/13,Male, ,Under 15 years, ,16.7,16.7,16.2, ,72, ,72, ,69, ,1
2200,All alcohol conditions, ,d z,Combined,2012/13,Male, ,15-19 years, ,385.7,358.8,324.4, ,630, ,585, ,528, ,1.1
2201,All alcohol conditions, ,d z,Combined,2012/13,Male, ,20-24 years, ,625.2,551,391.9, ,1155, ,1017, ,723, ,1.1
2202,All alcohol conditions, ,d z,Combined,2012/13,Male, ,25-29 years, ,774.8,591.6,334.1, ,1323, ,1011, ,570, ,1.3
2203,All alcohol conditions, ,d z,Combined,2012/13,Male, ,30-34 years, ,1047.7,673.6,336.8, ,1710, ,1101, ,549, ,1.6
2204,All alcohol conditions, ,d z,Combined,2012/13,Male, ,35-39 years, ,1244.4,801.2,354.1, ,1968, ,1266, ,561, ,1.6
2205,All alcohol conditions, ,d z,Combined,2012/13,Male, ,40-44 years, ,1561.8,939.9,358.2, ,2907, ,1749, ,666, ,1.7
2206,All alcohol conditions, ,d z,Combined,2012/13,Male, ,45-49 years, ,1684.4,988.8,378.4, ,3360, ,1974, ,756, ,1.7
2207,All alcohol conditions, ,d z,Combined,2012/13,Male, ,50-54 years, ,1808.8,1081.6,409.6, ,3405, ,2037, ,771, ,1.7
2208,All alcohol conditions, ,d z,Combined,2012/13,Male, ,55-59 years, ,1705.1,1057.1,402.5, ,2835, ,1758, ,669, ,1.6
2209,All alcohol conditions, ,d z,Combined,2012/13,Male, ,60-64 years, ,1692.8,1103.4,447.4, ,2670, ,1740, ,705, ,1.5
2210,All alcohol conditions, ,d z,Combined,2012/13,Male, ,65 years and over, ,1315.8,882.7,423.5, ,5511, ,3681, ,1743, ,1.5
2211,All alcohol conditions, ,d z,Combined,2013/14,Male, ,Under 15 years, ,13.2,12.7,12.5, ,54, ,54, ,51, ,1
2212,All alcohol conditions, ,d z,Combined,2013/14,Male, ,15-19 years, ,361.6,334.8,298.7, ,582, ,537, ,480, ,1.1
2213,All alcohol conditions, ,d z,Combined,2013/14,Male, ,20-24 years, ,586.1,515.1,379.5, ,1080, ,951, ,699, ,1.1
2214,All alcohol conditions, ,d z,Combined,2013/14,Male, ,25-29 years, ,772,584,319, ,1344, ,1017, ,555, ,1.3
2215,All alcohol conditions, ,d z,Combined,2013/14,Male, ,30-34 years, ,1029.3,675.4,331.1, ,1719, ,1128, ,552, ,1.5
2216,All alcohol conditions, ,d z,Combined,2013/14,Male, ,35-39 years, ,1339.5,817.5,370.2, ,2067, ,1260, ,570, ,1.6
2217,All alcohol conditions, ,d z,Combined,2013/14,Male, ,40-44 years, ,1558.4,907.1,364.5, ,2826, ,1644, ,660, ,1.7
2218,All alcohol conditions, ,d z,Combined,2013/14,Male, ,45-49 years, ,1711.2,1013.9,377.2, ,3390, ,2007, ,747, ,1.7
2219,All alcohol conditions, ,d z,Combined,2013/14,Male, ,50-54 years, ,1806.5,1084.1,409.7, ,3465, ,2079, ,786, ,1.7
2220,All alcohol conditions, ,d z,Combined,2013/14,Male, ,55-59 years, ,1797.3,1114.2,416.9, ,3045, ,1887, ,705, ,1.6
2221,All alcohol conditions, ,d z,Combined,2013/14,Male, ,60-64 years, ,1731.5,1083.2,423.9, ,2685, ,1680, ,657, ,1.6
2222,All alcohol conditions, ,d z,Combined,2013/14,Male, ,65 years and over, ,1350.8,903,429.6, ,5826, ,3876, ,1824, ,1.5
2223,All alcohol conditions, ,d z,Combined,2014/15,Male, ,Under 15 years, ,11.8,11.5,10.5, ,48, ,48, ,45, ,1
2224,All alcohol conditions, ,d z,Combined,2014/15,Male, ,15-19 years, ,320.8,295.5,263.2, ,507, ,468, ,417, ,1.1
2225,All alcohol conditions, ,d z,Combined,2014/15,Male, ,20-24 years, ,523.8,463.8,346.1, ,960, ,852, ,636, ,1.1
2226,All alcohol conditions, ,d z,Combined,2014/15,Male, ,25-29 years, ,705.3,504.1,266.8, ,1248, ,891, ,471, ,1.4
2227,All alcohol conditions, ,d z,Combined,2014/15,Male, ,30-34 years, ,922.6,609.3,286.5, ,1548, ,1023, ,480, ,1.5
2228,All alcohol conditions, ,d z,Combined,2014/15,Male, ,35-39 years, ,1211.5,739.8,310.8, ,1875, ,1146, ,480, ,1.6
2229,All alcohol conditions, ,d z,Combined,2014/15,Male, ,40-44 years, ,1497.6,863.8,340.6, ,2625, ,1515, ,597, ,1.7
2230,All alcohol conditions, ,d z,Combined,2014/15,Male, ,45-49 years, ,1622.6,931.3,359.4, ,3177, ,1824, ,705, ,1.7
2231,All alcohol conditions, ,d z,Combined,2014/15,Male, ,50-54 years, ,1742.6,1057,386.3, ,3387, ,2055, ,750, ,1.6
2232,All alcohol conditions, ,d z,Combined,2014/15,Male, ,55-59 years, ,1789.7,1107.2,427.1, ,3096, ,1917, ,738, ,1.6
2233,All alcohol conditions, ,d z,Combined,2014/15,Male, ,60-64 years, ,1690.3,1099.2,459.4, ,2604, ,1695, ,708, ,1.5
2234,All alcohol conditions, ,d z,Combined,2014/15,Male, ,65 years and over, ,1326.6,925.7,437.5, ,5892, ,4083, ,1908, ,1.4
2235,All alcohol conditions, ,d z,Combined,2015/16,Male, ,Under 15 years, ,14.4,13.9,12.9, ,60, ,57, ,54, ,1.1
2236,All alcohol conditions, ,d z,Combined,2015/16,Male, ,15-19 years, ,315.9,301.1,267.1, ,492, ,468, ,417, ,1.1
2237,All alcohol conditions, ,d z,Combined,2015/16,Male, ,20-24 years, ,469.5,407.3,301.9, ,861, ,747, ,552, ,1.2
2238,All alcohol conditions, ,d z,Combined,2015/16,Male, ,25-29 years, ,693.1,503.9,297.6, ,1254, ,912, ,537, ,1.4
2239,All alcohol conditions, ,d z,Combined,2015/16,Male, ,30-34 years, ,930,614.1,295.9, ,1581, ,1044, ,504, ,1.5
2240,All alcohol conditions, ,d z,Combined,2015/16,Male, ,35-39 years, ,1145.7,718.9,322, ,1803, ,1131, ,507, ,1.6
2241,All alcohol conditions, ,d z,Combined,2015/16,Male, ,40-44 years, ,1458,869.2,346.1, ,2481, ,1479, ,588, ,1.7
2242,All alcohol conditions, ,d z,Combined,2015/16,Male, ,45-49 years, ,1584.8,961,370.1, ,3036, ,1842, ,708, ,1.6
2243,All alcohol conditions, ,d z,Combined,2015/16,Male, ,50-54 years, ,1753.4,1008,359, ,3459, ,1989, ,708, ,1.7
2244,All alcohol conditions, ,d z,Combined,2015/16,Male, ,55-59 years, ,1821.3,1125.5,418.5, ,3225, ,1992, ,741, ,1.6
2245,All alcohol conditions, ,d z,Combined,2015/16,Male, ,60-64 years, ,1766.6,1101.5,449.9, ,2724, ,1698, ,693, ,1.6
2246,All alcohol conditions, ,d z,Combined,2015/16,Male, ,65 years and over, ,1335.4,930.7,447.9, ,6060, ,4200, ,2001, ,1.4
2247,All alcohol conditions, ,d z,Combined,2016/17,Male, ,Under 15 years, ,17,16.8,16.3, ,69, ,69, ,66, ,1
2248,All alcohol conditions, ,d z,Combined,2016/17,Male, ,15-19 years, ,308,289,269.3, ,471, ,441, ,411, ,1.1
2249,All alcohol conditions, ,d z,Combined,2016/17,Male, ,20-24 years, ,450.2,378.7,275.7, ,819, ,687, ,501, ,1.2
2250,All alcohol conditions, ,d z,Combined,2016/17,Male, ,25-29 years, ,677.4,476,263.8, ,1260, ,885, ,492, ,1.4
2251,All alcohol conditions, ,d z,Combined,2016/17,Male, ,30-34 years, ,974.4,623.9,294.8, ,1680, ,1074, ,507, ,1.6
2252,All alcohol conditions, ,d z,Combined,2016/17,Male, ,35-39 years, ,1229,742.9,326.8, ,1983, ,1197, ,528, ,1.7
2253,All alcohol conditions, ,d z,Combined,2016/17,Male, ,40-44 years, ,1401.2,881,368, ,2310, ,1452, ,606, ,1.6
2254,All alcohol conditions, ,d z,Combined,2016/17,Male, ,45-49 years, ,1628.6,965.6,351.6, ,3084, ,1830, ,666, ,1.7
2255,All alcohol conditions, ,d z,Combined,2016/17,Male, ,50-54 years, ,1739.4,1037.3,389, ,3435, ,2049, ,768, ,1.7
2256,All alcohol conditions, ,d z,Combined,2016/17,Male, ,55-59 years, ,1890,1150.3,460.3, ,3417, ,2079, ,831, ,1.6
2257,All alcohol conditions, ,d z,Combined,2016/17,Male, ,60-64 years, ,1764.6,1088.2,443.7, ,2760, ,1701, ,693, ,1.6
2258,All alcohol conditions, ,d z,Combined,2016/17,Male, ,65 years and over, ,1337.9,941.6,449.2, ,6207, ,4332, ,2046, ,1.4
2259,All alcohol conditions, ,d z,Combined,2017/18,Male, ,Under 15 years, ,17.9,17.6,17.2, ,75, ,75, ,72, ,1
2260,All alcohol conditions, ,d z,Combined,2017/18,Male, ,15-19 years, ,359.5,330.5,304.8, ,534, ,489, ,453, ,1.1
2261,All alcohol conditions, ,d z,Combined,2017/18,Male, ,20-24 years, ,439.3,368.4,284.1, ,786, ,660, ,510, ,1.2
2262,All alcohol conditions, ,d z,Combined,2017/18,Male, ,25-29 years, ,633,451.7,264.2, ,1206, ,861, ,504, ,1.4
2263,All alcohol conditions, ,d z,Combined,2017/18,Male, ,30-34 years, ,923.8,608.6,287.1, ,1611, ,1062, ,501, ,1.5
2264,All alcohol conditions, ,d z,Combined,2017/18,Male, ,35-39 years, ,1248.9,780.9,343.5, ,2076, ,1299, ,570, ,1.6
2265,All alcohol conditions, ,d z,Combined,2017/18,Male, ,40-44 years, ,1375.2,827.1,320.4, ,2193, ,1320, ,510, ,1.7
2266,All alcohol conditions, ,d z,Combined,2017/18,Male, ,45-49 years, ,1589,931.7,357.5, ,2946, ,1728, ,663, ,1.7
2267,All alcohol conditions, ,d z,Combined,2017/18,Male, ,50-54 years, ,1677,983.9,376.9, ,3309, ,1941, ,744, ,1.7
2268,All alcohol conditions, ,d z,Combined,2017/18,Male, ,55-59 years, ,1726.4,1041.1,403.6, ,3186, ,1923, ,744, ,1.7
2269,All alcohol conditions, ,d z,Combined,2017/18,Male, ,60-64 years, ,1714.4,1082.3,435.2, ,2742, ,1731, ,696, ,1.6
2270,All alcohol conditions, ,d z,Combined,2017/18,Male, ,65 years and over, ,1331.9,934.7,444, ,6246, ,4356, ,2052, ,1.4
2271,All alcohol conditions, ,d z,Combined,2018/19,Male, ,Under 15 years, ,17,15.6,15.1, ,72, ,66, ,66, ,1.1
2272,All alcohol conditions, ,d z,Combined,2018/19,Male, ,15-19 years, ,385.1,349.4,320.5, ,561, ,507, ,465, ,1.1
2273,All alcohol conditions, ,d z,Combined,2018/19,Male, ,20-24 years, ,463.7,397.7,321.5, ,822, ,705, ,570, ,1.2
2274,All alcohol conditions, ,d z,Combined,2018/19,Male, ,25-29 years, ,689.6,479.2,277.1, ,1314, ,912, ,528, ,1.4
2275,All alcohol conditions, ,d z,Combined,2018/19,Male, ,30-34 years, ,909.9,619.3,315.8, ,1620, ,1101, ,561, ,1.5
2276,All alcohol conditions, ,d z,Combined,2018/19,Male, ,35-39 years, ,1231.6,720.9,297.5, ,2103, ,1230, ,507, ,1.7
2277,All alcohol conditions, ,d z,Combined,2018/19,Male, ,40-44 years, ,1429.5,815,329.1, ,2223, ,1269, ,513, ,1.8
2278,All alcohol conditions, ,d z,Combined,2018/19,Male, ,45-49 years, ,1493.7,902.2,377.7, ,2697, ,1629, ,681, ,1.7
2279,All alcohol conditions, ,d z,Combined,2018/19,Male, ,50-54 years, ,1673.6,984.8,366.6, ,3279, ,1929, ,717, ,1.7
2280,All alcohol conditions, ,d z,Combined,2018/19,Male, ,55-59 years, ,1702.2,1013.5,406.8, ,3201, ,1905, ,765, ,1.7
2281,All alcohol conditions, ,d z,Combined,2018/19,Male, ,60-64 years, ,1759.3,1109.4,444.7, ,2871, ,1812, ,726, ,1.6
2282,All alcohol conditions, ,d z,Combined,2018/19,Male, ,65 years and over, ,1300.7,918.1,452.4, ,6195, ,4347, ,2124, ,1.4
2283,All alcohol conditions, ,d z,Combined,1997/98,Female, ,Under 15 years, ,56.7,55.1, ,:,258, ,252, , ,:,1
2284,All alcohol conditions, ,d z,Combined,1997/98,Female, ,15-19 years, ,409.5,375.5, ,:,639, ,585, , ,:,1.1
2285,All alcohol conditions, ,d z,Combined,1997/98,Female, ,20-24 years, ,277.9,243.3, ,:,450, ,393, , ,:,1.1
2286,All alcohol conditions, ,d z,Combined,1997/98,Female, ,25-29 years, ,298.7,241.1, ,:,576, ,465, , ,:,1.2
2287,All alcohol conditions, ,d z,Combined,1997/98,Female, ,30-34 years, ,409,295.1, ,:,852, ,615, , ,:,1.4
2288,All alcohol conditions, ,d z,Combined,1997/98,Female, ,35-39 years, ,567.1,400.3, ,:,1125, ,795, , ,:,1.4
2289,All alcohol conditions, ,d z,Combined,1997/98,Female, ,40-44 years, ,735.3,501, ,:,1293, ,882, , ,:,1.5
2290,All alcohol conditions, ,d z,Combined,1997/98,Female, ,45-49 years, ,703.2,466.3, ,:,1206, ,798, , ,:,1.5
2291,All alcohol conditions, ,d z,Combined,1997/98,Female, ,50-54 years, ,553.7,395.9, ,:,891, ,636, , ,:,1.4
2292,All alcohol conditions, ,d z,Combined,1997/98,Female, ,55-59 years, ,506.6,366.3, ,:,714, ,516, , ,:,1.4
2293,All alcohol conditions, ,d z,Combined,1997/98,Female, ,60-64 years, ,429.9,315.3, ,:,585, ,429, , ,:,1.4
2294,All alcohol conditions, ,d z,Combined,1997/98,Female, ,65 years and over, ,261.8,204, ,:,1233, ,963, , ,:,1.3
2295,All alcohol conditions, ,d z,Combined,1998/99,Female, ,Under 15 years, ,49.1,47, ,:,225, ,216, , ,:,1
2296,All alcohol conditions, ,d z,Combined,1998/99,Female, ,15-19 years, ,389.6,360.3, ,:,612, ,567, , ,:,1.1
2297,All alcohol conditions, ,d z,Combined,1998/99,Female, ,20-24 years, ,289.6,250.5, ,:,453, ,390, , ,:,1.2
2298,All alcohol conditions, ,d z,Combined,1998/99,Female, ,25-29 years, ,311.5,247.2, ,:,576, ,459, , ,:,1.3
2299,All alcohol conditions, ,d z,Combined,1998/99,Female, ,30-34 years, ,403.4,283, ,:,834, ,585, , ,:,1.4
2300,All alcohol conditions, ,d z,Combined,1998/99,Female, ,35-39 years, ,591,409.7, ,:,1194, ,828, , ,:,1.4
2301,All alcohol conditions, ,d z,Combined,1998/99,Female, ,40-44 years, ,733,501.4, ,:,1323, ,906, , ,:,1.5
2302,All alcohol conditions, ,d z,Combined,1998/99,Female, ,45-49 years, ,705.5,480.4, ,:,1188, ,810, , ,:,1.5
2303,All alcohol conditions, ,d z,Combined,1998/99,Female, ,50-54 years, ,590.2,404.1, ,:,984, ,672, , ,:,1.5
2304,All alcohol conditions, ,d z,Combined,1998/99,Female, ,55-59 years, ,566.8,397.2, ,:,810, ,567, , ,:,1.4
2305,All alcohol conditions, ,d z,Combined,1998/99,Female, ,60-64 years, ,468.2,339.7, ,:,642, ,465, , ,:,1.4
2306,All alcohol conditions, ,d z,Combined,1998/99,Female, ,65 years and over, ,277.1,214.8, ,:,1311, ,1017, , ,:,1.3
2307,All alcohol conditions, ,d z,Combined,1999/00,Female, ,Under 15 years, ,56.5,55.6, ,:,261, ,255, , ,:,1
2308,All alcohol conditions, ,d z,Combined,1999/00,Female, ,15-19 years, ,390.3,364.2, ,:,612, ,573, , ,:,1.1
2309,All alcohol conditions, ,d z,Combined,1999/00,Female, ,20-24 years, ,317.1,277.7, ,:,492, ,429, , ,:,1.1
2310,All alcohol conditions, ,d z,Combined,1999/00,Female, ,25-29 years, ,338.9,266, ,:,600, ,471, , ,:,1.3
2311,All alcohol conditions, ,d z,Combined,1999/00,Female, ,30-34 years, ,450.3,324.8, ,:,918, ,663, , ,:,1.4
2312,All alcohol conditions, ,d z,Combined,1999/00,Female, ,35-39 years, ,557.6,389.8, ,:,1143, ,798, , ,:,1.4
2313,All alcohol conditions, ,d z,Combined,1999/00,Female, ,40-44 years, ,706.9,511.3, ,:,1308, ,945, , ,:,1.4
2314,All alcohol conditions, ,d z,Combined,1999/00,Female, ,45-49 years, ,775.4,520.3, ,:,1302, ,873, , ,:,1.5
2315,All alcohol conditions, ,d z,Combined,1999/00,Female, ,50-54 years, ,589.7,404.8, ,:,1005, ,690, , ,:,1.5
2316,All alcohol conditions, ,d z,Combined,1999/00,Female, ,55-59 years, ,568.2,413.9, ,:,822, ,597, , ,:,1.4
2317,All alcohol conditions, ,d z,Combined,1999/00,Female, ,60-64 years, ,465.6,336.3, ,:,642, ,462, , ,:,1.4
2318,All alcohol conditions, ,d z,Combined,1999/00,Female, ,65 years and over, ,279.2,212.5, ,:,1317, ,1002, , ,:,1.3
2319,All alcohol conditions, ,d z,Combined,2000/01,Female, ,Under 15 years, ,54.8,54.1, ,:,249, ,246, , ,:,1
2320,All alcohol conditions, ,d z,Combined,2000/01,Female, ,15-19 years, ,400.9,376.1, ,:,630, ,591, , ,:,1.1
2321,All alcohol conditions, ,d z,Combined,2000/01,Female, ,20-24 years, ,305.2,259, ,:,474, ,402, , ,:,1.2
2322,All alcohol conditions, ,d z,Combined,2000/01,Female, ,25-29 years, ,358.4,279.4, ,:,609, ,474, , ,:,1.3
2323,All alcohol conditions, ,d z,Combined,2000/01,Female, ,30-34 years, ,428.4,292.6, ,:,855, ,585, , ,:,1.5
2324,All alcohol conditions, ,d z,Combined,2000/01,Female, ,35-39 years, ,558.9,384.2, ,:,1161, ,798, , ,:,1.5
2325,All alcohol conditions, ,d z,Combined,2000/01,Female, ,40-44 years, ,755.7,502.6, ,:,1434, ,954, , ,:,1.5
2326,All alcohol conditions, ,d z,Combined,2000/01,Female, ,45-49 years, ,769.9,508.7, ,:,1296, ,858, , ,:,1.5
2327,All alcohol conditions, ,d z,Combined,2000/01,Female, ,50-54 years, ,567.5,385.6, ,:,990, ,672, , ,:,1.5
2328,All alcohol conditions, ,d z,Combined,2000/01,Female, ,55-59 years, ,607.4,415.9, ,:,882, ,603, , ,:,1.5
2329,All alcohol conditions, ,d z,Combined,2000/01,Female, ,60-64 years, ,473.5,347.3, ,:,654, ,480, , ,:,1.4
2330,All alcohol conditions, ,d z,Combined,2000/01,Female, ,65 years and over, ,270.3,207, ,:,1272, ,975, , ,:,1.3
2331,All alcohol conditions, ,d z,Combined,2001/02,Female, ,Under 15 years, ,59.1,57.3, ,:,270, ,261, , ,:,1
2332,All alcohol conditions, ,d z,Combined,2001/02,Female, ,15-19 years, ,427.6,393.7, ,:,669, ,615, , ,:,1.1
2333,All alcohol conditions, ,d z,Combined,2001/02,Female, ,20-24 years, ,310.7,280.9, ,:,489, ,444, , ,:,1.1
2334,All alcohol conditions, ,d z,Combined,2001/02,Female, ,25-29 years, ,373.4,288.1, ,:,603, ,465, , ,:,1.3
2335,All alcohol conditions, ,d z,Combined,2001/02,Female, ,30-34 years, ,486.7,335.4, ,:,960, ,660, , ,:,1.5
